src_SA1_7DIG16,nbr_SA1_7DIG16
1158702,1158713
1158702,1158703
1158703,1158510
1158703,1158702
1158703,1158706
1158703,1158705
1158703,1158709
1158704,1158706
1158704,1158713
1158704,1158705
1158704,1158711
1158704,1158701
1158704,1158712
1158704,1158710
1158705,1158706
1158705,1135502
1158705,1158703
1158705,1158709
1158705,1158708
1158705,1158711
1158705,1158704
1158706,1158702
1158706,1158713
1158706,1158703
1158706,1158705
1158706,1158711
1158706,1158704
1158707,1147925
1158707,1158708
1158707,1158415
1158707,1158712
1158707,1158710
1158707,1147909
1158708,1147925
1158708,1136109
1158708,1135502
1158708,1158705
1158708,1158709
1158708,1136102
1158708,1136138
1158708,1136144
1158708,1158711
1158708,1158707
1158708,1158712
1158708,1158710
1158708,1147909
1158709,1158601
1158709,1135501
1158709,1158634
1158709,1158510
1158709,1135502
1158709,1158703
1158709,1158705
1158709,1158708
1158710,1158708
1158710,1158711
1158710,1158704
1158710,1158707
1158710,1158712
1158711,1158706
1158711,1158705
1158711,1158708
1158711,1158704
1158711,1158710
1158712,1158501
1158712,1158708
1158712,1158704
1158712,1158701
1158712,1158512
1158712,1158415
1158712,1158707
1158712,1158402
1158712,1158401
1158712,1158710
1158713,1158508
1158713,1158513
1158713,1158523
1158713,1158702
1158713,1158706
1158713,1158704
1158713,1158701
1147601,1147638
1147601,1147631
1147601,1147611
1147601,1147633
1147601,1147647
1147602,1147633
1147602,1147632
1147602,1147620
1147602,1147621
1147602,1147653
1147603,1147624
1147603,1147829
1147603,1147832
1147603,1147604
1147603,1147630
1147603,1147833
1147604,1147827
1147604,1147809
1147604,1147605
1147604,1147606
1147604,1147624
1147604,1147828
1147604,1147829
1147604,1147603
1147605,1147809
1147605,1147606
1147605,1147604
1147606,1147809
1147606,1147605
1147606,1147614
1147606,1147624
1147606,1147604
1147607,1149550
1147607,1149631
1147607,1147608
1147607,1147641
1147607,1149630
1147607,1147640
1147607,1147642
1147608,1147607
1147608,1149630
1147608,1147640
1147608,1147642
1147608,1149615
1147609,1147640
1147609,1147642
1147609,1149615
1147609,1129610
1147609,1147646
1147609,1147655
1147609,1147610
1147609,1129623
1147610,1147627
1147610,1147640
1147610,1147626
1147610,1147642
1147610,1147646
1147610,1147655
1147610,1147609
1147610,1147611
1147610,1147647
1147611,1147627
1147611,1147626
1147611,1147638
1147611,1147646
1147611,1147601
1147611,1147610
1147611,1147647
1147612,1147631
1147612,1147629
1147612,1147628
1147612,1147624
1147612,1147623
1147613,1147630
1147613,1147619
1147613,1147833
1147613,1147834
1147613,1147654
1147614,1147809
1147614,1147837
1147614,1147648
1147614,1147606
1147614,1147624
1147614,1147615
1147615,1149511
1147615,1147628
1147615,1147648
1147615,1147614
1147615,1147624
1147616,1149511
1147616,1147617
1147616,1149512
1147616,1147618
1147616,1147656
1147616,1147648
1147617,1147616
1147617,1149512
1147617,1149513
1147617,1147656
1147618,1147616
1147618,1147650
1147618,1147656
1147618,1147648
1147619,1147613
1147619,1147630
1147619,1147639
1147619,1147632
1147619,1147654
1147619,1147653
1147620,1147602
1147620,1147621
1147620,1149007
1147620,1147653
1147620,1149014
1147621,1147633
1147621,1147647
1147621,1147602
1147621,1147620
1147621,1147634
1147621,1149007
1147622,1149528
1147622,1147641
1147622,1149529
1147622,1147627
1147622,1147625
1147622,1147637
1147622,1147652
1147623,1147631
1147623,1147624
1147623,1147612
1147623,1147630
1147623,1147639
1147624,1147628
1147624,1147606
1147624,1147614
1147624,1147615
1147624,1147612
1147624,1147604
1147624,1147603
1147624,1147630
1147624,1147623
1147625,1147622
1147625,1147627
1147625,1147626
1147625,1147637
1147626,1147627
1147626,1147625
1147626,1147638
1147626,1147637
1147626,1147610
1147626,1147611
1147627,1147622
1147627,1147641
1147627,1147640
1147627,1147626
1147627,1147625
1147627,1147610
1147627,1147611
1147628,1149555
1147628,1149511
1147628,1147629
1147628,1147636
1147628,1147652
1147628,1147624
1147628,1147615
1147628,1147612
1147629,1147631
1147629,1147636
1147629,1147637
1147629,1147628
1147629,1147612
1147630,1147631
1147630,1147624
1147630,1147603
1147630,1147613
1147630,1147619
1147630,1147623
1147630,1147833
1147630,1147639
1147631,1147638
1147631,1147629
1147631,1147637
1147631,1147612
1147631,1147630
1147631,1147623
1147631,1147601
1147631,1147633
1147631,1147639
1147632,1147619
1147632,1147633
1147632,1147639
1147632,1147602
1147632,1147653
1147633,1147631
1147633,1147601
1147633,1147639
1147633,1147647
1147633,1147632
1147633,1147602
1147633,1147621
1147634,1147646
1147634,1147635
1147634,1147647
1147634,1147621
1147634,1149007
1147635,1147646
1147635,1147645
1147635,1147655
1147635,1149006
1147635,1147634
1147635,1149007
1147635,1149013
1147636,1147629
1147636,1147637
1147636,1147628
1147636,1147652
1147637,1147622
1147637,1147626
1147637,1147625
1147637,1147638
1147637,1147631
1147637,1147629
1147637,1147636
1147637,1147652
1147638,1147626
1147638,1147631
1147638,1147637
1147638,1147601
1147638,1147611
1147639,1147631
1147639,1147630
1147639,1147619
1147639,1147623
1147639,1147633
1147639,1147632
1147640,1147608
1147640,1147641
1147640,1147607
1147640,1147627
1147640,1147642
1147640,1147610
1147640,1147609
1147641,1149550
1147641,1147622
1147641,1147607
1147641,1149529
1147641,1147627
1147641,1147640
1147642,1147608
1147642,1147607
1147642,1147640
1147642,1149615
1147642,1147610
1147642,1147609
1147643,1147835
1147643,1147654
1147643,1147644
1147643,1147653
1147643,1147649
1147643,1147811
1147643,1148927
1147644,1147643
1147644,1147653
1147644,1147649
1147645,1147646
1147645,1147635
1147645,1147655
1147646,1147635
1147646,1147645
1147646,1147655
1147646,1147610
1147646,1147609
1147646,1147611
1147646,1147647
1147646,1147634
1147646,1149007
1147647,1147646
1147647,1147601
1147647,1147610
1147647,1147611
1147647,1147633
1147647,1147621
1147647,1147634
1147648,1149511
1147648,1147616
1147648,1147651
1147648,1147650
1147648,1147618
1147648,1147837
1147648,1147614
1147648,1147615
1147649,1147643
1147649,1147644
1147649,1147653
1147649,1149015
1147649,1149014
1147649,1148927
1147649,1149001
1147650,1149716
1147650,1149715
1147650,1147825
1147650,1147651
1147650,1147618
1147650,1147656
1147650,1147648
1147651,1147826
1147651,1147825
1147651,1147650
1147651,1147819
1147651,1147837
1147651,1147648
1147652,1149555
1147652,1149523
1147652,1147622
1147652,1149528
1147652,1147636
1147652,1147637
1147652,1147628
1147653,1147619
1147653,1147632
1147653,1147602
1147653,1147620
1147653,1147643
1147653,1147654
1147653,1147644
1147653,1147649
1147653,1149014
1147654,1147613
1147654,1147619
1147654,1147834
1147654,1147835
1147654,1147643
1147654,1147653
1147655,1129610
1147655,1147646
1147655,1147635
1147655,1147645
1147655,1149006
1147655,1147610
1147655,1129623
1147655,1147609
1147655,1149018
1147656,1147616
1147656,1147617
1147656,1149715
1147656,1149513
1147656,1147650
1147656,1147618
1147701,1147706
1147701,1147708
1147701,1147720
1147701,1147737
1147701,1147746
1147702,1147816
1147702,1148923
1147702,1148945
1147702,1147721
1147702,1147822
1147702,1147727
1147703,1150335
1147703,1149735
1147703,1147825
1147703,1147749
1147703,1147750
1147703,1147704
1147704,1150335
1147704,1147750
1147704,1147703
1147704,1147731
1147704,1147745
1147705,1147706
1147705,1147737
1147705,1147739
1147705,1147728
1147705,1147707
1147706,1147722
1147706,1147732
1147706,1147701
1147706,1147720
1147706,1147737
1147706,1147739
1147706,1147705
1147707,1147737
1147707,1147728
1147707,1147705
1147707,1147743
1147708,1147740
1147708,1147701
1147708,1147737
1147708,1147746
1147709,1147750
1147709,1147731
1147709,1147726
1147709,1147730
1147709,1147745
1147709,1147716
1147709,1147744
1147709,1147752
1147710,1147717
1147710,1147713
1147710,1147715
1147710,1147719
1147710,1147718
1147710,1147725
1147711,1147717
1147711,1147723
1147711,1147734
1147711,1147735
1147711,1147718
1147712,1147741
1147712,1147740
1147712,1147805
1147712,1147720
1147713,1147717
1147713,1147714
1147713,1147715
1147713,1147710
1147713,1147748
1147713,1147734
1147713,1147733
1147713,1147720
1147713,1147736
1147714,1147713
1147714,1147715
1147714,1147748
1147714,1147752
1147715,1147717
1147715,1147713
1147715,1147714
1147715,1147710
1147715,1147719
1147715,1147716
1147715,1147752
1147716,1147709
1147716,1147726
1147716,1147715
1147716,1147719
1147716,1147744
1147716,1147752
1147717,1147713
1147717,1147715
1147717,1147710
1147717,1147711
1147717,1147734
1147717,1147733
1147717,1147718
1147718,1147717
1147718,1147710
1147718,1147711
1147718,1147723
1147718,1147734
1147718,1147317
1147718,1147725
1147719,1147715
1147719,1147710
1147719,1147716
1147719,1147744
1147719,1147725
1147720,1147712
1147720,1147741
1147720,1147740
1147720,1147713
1147720,1147733
1147720,1147732
1147720,1147706
1147720,1147701
1147720,1147736
1147720,1147746
1147721,1149210
1147721,1148923
1147721,1148945
1147721,1147702
1147721,1147739
1147721,1147727
1147721,1147728
1147721,1149215
1147721,1148936
1147722,1147723
1147722,1147724
1147722,1147735
1147722,1147732
1147722,1147706
1147722,1147739
1147723,1147711
1147723,1147722
1147723,1147735
1147723,1147317
1147723,1147718
1147723,1149210
1147723,1147739
1147724,1147734
1147724,1147722
1147724,1147735
1147724,1147733
1147724,1147732
1147725,1147751
1147725,1147730
1147725,1147710
1147725,1147719
1147725,1147744
1147725,1147718
1147726,1147709
1147726,1147730
1147726,1147716
1147726,1147744
1147727,1147817
1147727,1147816
1147727,1147721
1147727,1147702
1147727,1147728
1147727,1147743
1147728,1147721
1147728,1147739
1147728,1147727
1147728,1147705
1147728,1147743
1147728,1147707
1147729,1147740
1147729,1147817
1147729,1147737
1147729,1147743
1147730,1150336
1147730,1150320
1147730,1147709
1147730,1147751
1147730,1147726
1147730,1147745
1147730,1150322
1147730,1150333
1147730,1147744
1147730,1147725
1147731,1147750
1147731,1147704
1147731,1147709
1147731,1147745
1147732,1147724
1147732,1147722
1147732,1147733
1147732,1147706
1147732,1147720
1147733,1147717
1147733,1147713
1147733,1147734
1147733,1147724
1147733,1147732
1147733,1147720
1147734,1147717
1147734,1147713
1147734,1147711
1147734,1147724
1147734,1147735
1147734,1147733
1147734,1147718
1147735,1147711
1147735,1147723
1147735,1147734
1147735,1147724
1147735,1147722
1147736,1147747
1147736,1147741
1147736,1147742
1147736,1147713
1147736,1147748
1147736,1147720
1147737,1147740
1147737,1147729
1147737,1147706
1147737,1147701
1147737,1147708
1147737,1147746
1147737,1147705
1147737,1147743
1147737,1147707
1147738,1147747
1147738,1147824
1147738,1147749
1147738,1147750
1147738,1147742
1147739,1147723
1147739,1147722
1147739,1147706
1147739,1149210
1147739,1147721
1147739,1147728
1147739,1147705
1147740,1147712
1147740,1147729
1147740,1147817
1147740,1147805
1147740,1147708
1147740,1147720
1147740,1147737
1147740,1147746
1147741,1147712
1147741,1147808
1147741,1147742
1147741,1147805
1147741,1147720
1147741,1147736
1147742,1147738
1147742,1147747
1147742,1147824
1147742,1147741
1147742,1147808
1147742,1147736
1147743,1147729
1147743,1147817
1147743,1147737
1147743,1147816
1147743,1147727
1147743,1147728
1147743,1147707
1147744,1147709
1147744,1147751
1147744,1147726
1147744,1147730
1147744,1147719
1147744,1147716
1147744,1147725
1147745,1150335
1147745,1150336
1147745,1147704
1147745,1147709
1147745,1147731
1147745,1147730
1147745,1150322
1147746,1147740
1147746,1147701
1147746,1147708
1147746,1147720
1147746,1147737
1147747,1147738
1147747,1147750
1147747,1147742
1147747,1147748
1147747,1147736
1147748,1147747
1147748,1147750
1147748,1147713
1147748,1147714
1147748,1147752
1147748,1147736
1147749,1147825
1147749,1147738
1147749,1147824
1147749,1147750
1147749,1147703
1147750,1147738
1147750,1147747
1147750,1147749
1147750,1147703
1147750,1147704
1147750,1147709
1147750,1147731
1147750,1147748
1147750,1147752
1147751,1147730
1147751,1147744
1147751,1147725
1147752,1147750
1147752,1147709
1147752,1147714
1147752,1147715
1147752,1147716
1147752,1147748
1147801,1147830
1147801,1147818
1147801,1147806
1147801,1147815
1147801,1147816
1147801,1147831
1147802,1147815
1147802,1147816
1147802,1147822
1147802,1147803
1147802,1147804
1147803,1147802
1147803,1147815
1147803,1147822
1147803,1147804
1147803,1147813
1147803,1147812
1147804,1147802
1147804,1147815
1147804,1147803
1147804,1147812
1147804,1147811
1147804,1147810
1147805,1147712
1147805,1147807
1147805,1147741
1147805,1147808
1147805,1147823
1147805,1147740
1147805,1147817
1147805,1147818
1147805,1147806
1147806,1147807
1147806,1147828
1147806,1147830
1147806,1147829
1147806,1147818
1147806,1147805
1147806,1147801
1147807,1147827
1147807,1147823
1147807,1147828
1147807,1147805
1147807,1147806
1147808,1147824
1147808,1147741
1147808,1147742
1147808,1147823
1147808,1147805
1147809,1147827
1147809,1147605
1147809,1147837
1147809,1147838
1147809,1147606
1147809,1147614
1147809,1147823
1147809,1147604
1147810,1147804
1147810,1147812
1147810,1147811
1147810,1148927
1147811,1147815
1147811,1147804
1147811,1147835
1147811,1147643
1147811,1147836
1147811,1147810
1147811,1148927
1147812,1147803
1147812,1147804
1147812,1147813
1147812,1147814
1147812,1147810
1147812,1148927
1147813,1147822
1147813,1147803
1147813,1148950
1147813,1148935
1147813,1147821
1147813,1147814
1147813,1148926
1147813,1147812
1147814,1147813
1147814,1147821
1147814,1148933
1147814,1147812
1147814,1148927
1147815,1147801
1147815,1147802
1147815,1147816
1147815,1147803
1147815,1147804
1147815,1147831
1147815,1147811
1147815,1147836
1147816,1147817
1147816,1147818
1147816,1147801
1147816,1147802
1147816,1147815
1147816,1147702
1147816,1147822
1147816,1147727
1147816,1147743
1147817,1147740
1147817,1147729
1147817,1147818
1147817,1147805
1147817,1147816
1147817,1147727
1147817,1147743
1147818,1147817
1147818,1147805
1147818,1147801
1147818,1147806
1147818,1147816
1147819,1147826
1147819,1147651
1147819,1147820
1147819,1147837
1147820,1147826
1147820,1147824
1147820,1147819
1147820,1147837
1147820,1147838
1147820,1147823
1147821,1148935
1147821,1147813
1147821,1148933
1147821,1147814
1147822,1147802
1147822,1147816
1147822,1148923
1147822,1147702
1147822,1147803
1147822,1148950
1147822,1147813
1147823,1147824
1147823,1147820
1147823,1147827
1147823,1147809
1147823,1147838
1147823,1147807
1147823,1147808
1147823,1147805
1147824,1147826
1147824,1147825
1147824,1147738
1147824,1147749
1147824,1147820
1147824,1147808
1147824,1147742
1147824,1147823
1147825,1149735
1147825,1149716
1147825,1147826
1147825,1147651
1147825,1147650
1147825,1147824
1147825,1147749
1147825,1147703
1147826,1147825
1147826,1147651
1147826,1147824
1147826,1147820
1147826,1147819
1147827,1147809
1147827,1147807
1147827,1147823
1147827,1147828
1147827,1147604
1147828,1147827
1147828,1147807
1147828,1147830
1147828,1147829
1147828,1147806
1147828,1147604
1147829,1147828
1147829,1147830
1147829,1147832
1147829,1147806
1147829,1147604
1147829,1147603
1147830,1147828
1147830,1147829
1147830,1147832
1147830,1147801
1147830,1147806
1147830,1147831
1147831,1147830
1147831,1147832
1147831,1147801
1147831,1147834
1147831,1147815
1147831,1147836
1147832,1147830
1147832,1147829
1147832,1147603
1147832,1147833
1147832,1147834
1147832,1147831
1147833,1147832
1147833,1147603
1147833,1147613
1147833,1147630
1147833,1147834
1147834,1147832
1147834,1147613
1147834,1147833
1147834,1147835
1147834,1147654
1147834,1147831
1147834,1147836
1147835,1147834
1147835,1147643
1147835,1147654
1147835,1147811
1147835,1147836
1147836,1147834
1147836,1147815
1147836,1147835
1147836,1147831
1147836,1147811
1147837,1147651
1147837,1147820
1147837,1147819
1147837,1147809
1147837,1147838
1147837,1147648
1147837,1147614
1147838,1147820
1147838,1147809
1147838,1147837
1147838,1147823
1147901,1147940
1147901,1147917
1147901,1147931
1147901,1147905
1147901,1147904
1147901,1147938
1147901,1147936
1147902,1147939
1147902,1147940
1147902,1147942
1147902,1147903
1147902,1147906
1147902,1148328
1147902,1147913
1147902,1148334
1147903,1147940
1147903,1147904
1147903,1147907
1147903,1147906
1147903,1147902
1147904,1147940
1147904,1147901
1147904,1147918
1147904,1147905
1147904,1147907
1147904,1147903
1147905,1147917
1147905,1147901
1147905,1147931
1147905,1147918
1147905,1147904
1147905,1147907
1147906,1147908
1147906,1148301
1147906,1147907
1147906,1147903
1147906,1147902
1147906,1148328
1147907,1147923
1147907,1147934
1147907,1147908
1147907,1147918
1147907,1147905
1147907,1147904
1147907,1147903
1147907,1147906
1147908,1158415
1147908,1147934
1147908,1147909
1147908,1148301
1147908,1147907
1147908,1147906
1147908,1148328
1147909,1147925
1147909,1158708
1147909,1158415
1147909,1158707
1147909,1147923
1147909,1147934
1147909,1147908
1147909,1148301
1147910,1147929
1147910,1147924
1147910,1147941
1147910,1147925
1147910,1147930
1147910,1136102
1147911,1147913
1147911,1147912
1147911,1148015
1147911,1148013
1147911,1148009
1147911,1148316
1147911,1148334
1147912,1147913
1147912,1148015
1147912,1147911
1147912,1147914
1147912,1147916
1147913,1147939
1147913,1147942
1147913,1147902
1147913,1147912
1147913,1147911
1147913,1148334
1147913,1147916
1147914,1147912
1147914,1148015
1147914,1148018
1147914,1147915
1147914,1147935
1147914,1147916
1147915,1148018
1147915,1147937
1147915,1147914
1147915,1147935
1147915,1148028
1147916,1147939
1147916,1147913
1147916,1147912
1147916,1147914
1147916,1147935
1147917,1135441
1147917,1147920
1147917,1147922
1147917,1147901
1147917,1147931
1147917,1147905
1147917,1135442
1147917,1135421
1147917,1147938
1147917,1147936
1147918,1147924
1147918,1147932
1147918,1147923
1147918,1147934
1147918,1147931
1147918,1147905
1147918,1147904
1147918,1147907
1147919,1147920
1147919,1135413
1147919,1135409
1147919,1147927
1147919,1135408
1147919,1147926
1147919,1147933
1147920,1147922
1147920,1147917
1147920,1147921
1147920,1147943
1147920,1147919
1147920,1135408
1147920,1147933
1147920,1135450
1147920,1135442
1147921,1147920
1147921,1147941
1147921,1147943
1147921,1147926
1147921,1147933
1147922,1147920
1147922,1147917
1147922,1147943
1147922,1147931
1147923,1147924
1147923,1147932
1147923,1147925
1147923,1147934
1147923,1147909
1147923,1147918
1147923,1147907
1147924,1147929
1147924,1147932
1147924,1147943
1147924,1147910
1147924,1147925
1147924,1147923
1147924,1147918
1147925,1147924
1147925,1147910
1147925,1136102
1147925,1158708
1147925,1158707
1147925,1147923
1147925,1147909
1147926,1147921
1147926,1147941
1147926,1147930
1147926,1147928
1147926,1147927
1147926,1147919
1147926,1147933
1147927,1135413
1147927,1147928
1147927,1147919
1147927,1147926
1147928,1136129
1147928,1147930
1147928,1135413
1147928,1147927
1147928,1147926
1147928,1136124
1147929,1147924
1147929,1147941
1147929,1147943
1147929,1147910
1147930,1147941
1147930,1147910
1147930,1136129
1147930,1136135
1147930,1136102
1147930,1147928
1147930,1147926
1147931,1147922
1147931,1147917
1147931,1147901
1147931,1147932
1147931,1147943
1147931,1147918
1147931,1147905
1147932,1147924
1147932,1147943
1147932,1147923
1147932,1147931
1147932,1147918
1147933,1147920
1147933,1147921
1147933,1147919
1147933,1147926
1147934,1147923
1147934,1147908
1147934,1147909
1147934,1147918
1147934,1147907
1147935,1147939
1147935,1147940
1147935,1147937
1147935,1147915
1147935,1147914
1147935,1147936
1147935,1147916
1147936,1147940
1147936,1147917
1147936,1147901
1147936,1147938
1147936,1147937
1147936,1147935
1147937,1147938
1147937,1147915
1147937,1147936
1147937,1147935
1147937,1148028
1147937,1148005
1147938,1135441
1147938,1147917
1147938,1147901
1147938,1135421
1147938,1135447
1147938,1147937
1147938,1147936
1147938,1135445
1147938,1148005
1147939,1147940
1147939,1147942
1147939,1147902
1147939,1147913
1147939,1147935
1147939,1147916
1147940,1147939
1147940,1147901
1147940,1147904
1147940,1147903
1147940,1147902
1147940,1147936
1147940,1147935
1147941,1147921
1147941,1147929
1147941,1147943
1147941,1147910
1147941,1147930
1147941,1147926
1147942,1147939
1147942,1147902
1147942,1147913
1147943,1147920
1147943,1147922
1147943,1147921
1147943,1147929
1147943,1147924
1147943,1147932
1147943,1147941
1147943,1147931
1148001,1151342
1148001,1151332
1148001,1148003
1148001,1148012
1148001,1148030
1148001,1148031
1148001,1151305
1148002,1148003
1148002,1148004
1148002,1148012
1148002,1148029
1148003,1151342
1148003,1135423
1148003,1148011
1148003,1148006
1148003,1148004
1148003,1148012
1148003,1148002
1148003,1148001
1148004,1148025
1148004,1148027
1148004,1148003
1148004,1148006
1148004,1148005
1148004,1148029
1148004,1148002
1148005,1147938
1148005,1147937
1148005,1148028
1148005,1148027
1148005,1135446
1148005,1148006
1148005,1135445
1148005,1148004
1148006,1148011
1148006,1135446
1148006,1148003
1148006,1135445
1148006,1148004
1148006,1148005
1148007,1148008
1148007,1148009
1148007,1148316
1148007,1148344
1148007,1148343
1148007,1148401
1148007,1148440
1148007,1148701
1148008,1148015
1148008,1148013
1148008,1148009
1148008,1148007
1148008,1148014
1148008,1148701
1148009,1147911
1148009,1148013
1148009,1148008
1148009,1148316
1148009,1148334
1148009,1148007
1148009,1148343
1148010,1148018
1148010,1148020
1148010,1148019
1148010,1148032
1148010,1148017
1148010,1148016
1148011,1135423
1148011,1135446
1148011,1148003
1148011,1148006
1148012,1148003
1148012,1148029
1148012,1148002
1148012,1148030
1148012,1148001
1148013,1148015
1148013,1147911
1148013,1148008
1148013,1148009
1148014,1148015
1148014,1148008
1148014,1148016
1148014,1148701
1148015,1147912
1148015,1147911
1148015,1148013
1148015,1148008
1148015,1148018
1148015,1147914
1148015,1148016
1148015,1148014
1148016,1148015
1148016,1148018
1148016,1148010
1148016,1148017
1148016,1148014
1148016,1148701
1148017,1148019
1148017,1148010
1148017,1148032
1148017,1148016
1148017,1148701
1148018,1148015
1148018,1147915
1148018,1147914
1148018,1148026
1148018,1148028
1148018,1148020
1148018,1148010
1148018,1148016
1148019,1148010
1148019,1148032
1148019,1148017
1148020,1148018
1148020,1148026
1148020,1148023
1148020,1148024
1148020,1148021
1148020,1148010
1148020,1148032
1148021,1148023
1148021,1148022
1148021,1148020
1148021,1151512
1148021,1148032
1148022,1151511
1148022,1151510
1148022,1148025
1148022,1148023
1148022,1148029
1148022,1148030
1148022,1148031
1148022,1148021
1148022,1151512
1148023,1148025
1148023,1148024
1148023,1148022
1148023,1148029
1148023,1148020
1148023,1148021
1148024,1148026
1148024,1148025
1148024,1148027
1148024,1148023
1148024,1148020
1148025,1148027
1148025,1148023
1148025,1148024
1148025,1148004
1148025,1148022
1148025,1148029
1148026,1148018
1148026,1148028
1148026,1148027
1148026,1148024
1148026,1148020
1148027,1148026
1148027,1148028
1148027,1148025
1148027,1148024
1148027,1148004
1148027,1148005
1148028,1148018
1148028,1147937
1148028,1147915
1148028,1148026
1148028,1148027
1148028,1148005
1148029,1148025
1148029,1148023
1148029,1148004
1148029,1148012
1148029,1148022
1148029,1148002
1148029,1148030
1148030,1148012
1148030,1148022
1148030,1148029
1148030,1148031
1148030,1148001
1148031,1151332
1148031,1151510
1148031,1148022
1148031,1148030
1148031,1148001
1148031,1151305
1148032,1148020
1148032,1148021
1148032,1151512
1148032,1148019
1148032,1148010
1148032,1151516
1148032,1148017
1148032,1148701
1148101,1148102
1148101,1148143
1148101,1148103
1148101,1148118
1148101,1148108
1148101,1148123
1148102,1148548
1148102,1148541
1148102,1148142
1148102,1148560
1148102,1148143
1148102,1148103
1148102,1148101
1148103,1148102
1148103,1148560
1148103,1148101
1148103,1148118
1148103,1148123
1148103,1148561
1148103,1148119
1148104,1148105
1148104,1148110
1148104,1148111
1148104,1148138
1148104,1148326
1148104,1148329
1148105,1148104
1148105,1148106
1148105,1148110
1148105,1148112
1148105,1148111
1148105,1148138
1148105,1148140
1148105,1148139
1148106,1148105
1148106,1148113
1148106,1148112
1148106,1148143
1148106,1148107
1148106,1148140
1148106,1148139
1148107,1148106
1148107,1148124
1148107,1148113
1148107,1148143
1148107,1148108
1148108,1148124
1148108,1148145
1148108,1148113
1148108,1148143
1148108,1148101
1148108,1148107
1148108,1148123
1148109,1148110
1148109,1148115
1148109,1148335
1148109,1148329
1148110,1148104
1148110,1148105
1148110,1148339
1148110,1148109
1148110,1148115
1148110,1148111
1148110,1148329
1148111,1148104
1148111,1148105
1148111,1148116
1148111,1148339
1148111,1148110
1148111,1148112
1148112,1148105
1148112,1148106
1148112,1148113
1148112,1148116
1148112,1148120
1148112,1148111
1148113,1148106
1148113,1148124
1148113,1148116
1148113,1148120
1148113,1148112
1148113,1148107
1148113,1148108
1148114,1148133
1148114,1148129
1148114,1148131
1148114,1148132
1148115,1148338
1148115,1148339
1148115,1148109
1148115,1148110
1148115,1148335
1148116,1148113
1148116,1148117
1148116,1148120
1148116,1148302
1148116,1148339
1148116,1148112
1148116,1148111
1148117,1148116
1148117,1148120
1148117,1148121
1148117,1148122
1148117,1148302
1148118,1148103
1148118,1148101
1148118,1148123
1148119,1148103
1148119,1148123
1148119,1148144
1148119,1148128
1148119,1148561
1148119,1148527
1148120,1148124
1148120,1148113
1148120,1148116
1148120,1148117
1148120,1148121
1148120,1148126
1148120,1148112
1148121,1148117
1148121,1148120
1148121,1148122
1148121,1148126
1148122,1148307
1148122,1148133
1148122,1148117
1148122,1148121
1148122,1148126
1148122,1148302
1148123,1148125
1148123,1148129
1148123,1148130
1148123,1148145
1148123,1148103
1148123,1148101
1148123,1148118
1148123,1148108
1148123,1148128
1148123,1148119
1148124,1148127
1148124,1148145
1148124,1148113
1148124,1148120
1148124,1148126
1148124,1148107
1148124,1148108
1148125,1148129
1148125,1148131
1148125,1148145
1148125,1148123
1148126,1148133
1148126,1148124
1148126,1148127
1148126,1148120
1148126,1148121
1148126,1148122
1148127,1148133
1148127,1148124
1148127,1148131
1148127,1148132
1148127,1148145
1148127,1148126
1148128,1148130
1148128,1148123
1148128,1148144
1148128,1148119
1148128,1148527
1148129,1148133
1148129,1148125
1148129,1148114
1148129,1148130
1148129,1148131
1148129,1148135
1148129,1148123
1148130,1148129
1148130,1148135
1148130,1148123
1148130,1148144
1148130,1148128
1148131,1148125
1148131,1148127
1148131,1148114
1148131,1148129
1148131,1148132
1148131,1148145
1148132,1148133
1148132,1148127
1148132,1148114
1148132,1148131
1148133,1148307
1148133,1148134
1148133,1158215
1148133,1158236
1148133,1158314
1148133,1158219
1148133,1148127
1148133,1148114
1148133,1148129
1148133,1148132
1148133,1148135
1148133,1148122
1148133,1148126
1148134,1158318
1148134,1149210
1148134,1148133
1148134,1158236
1148134,1158314
1148134,1148135
1148134,1148146
1148135,1148133
1148135,1148134
1148135,1148129
1148135,1148130
1148135,1148144
1148135,1148146
1148135,1148136
1148135,1148137
1148136,1148135
1148136,1149221
1148136,1149220
1148136,1149219
1148136,1148144
1148136,1149216
1148136,1148137
1148137,1148135
1148137,1149219
1148137,1149216
1148137,1148146
1148137,1148136
1148138,1148104
1148138,1148105
1148138,1148535
1148138,1148537
1148138,1148139
1148138,1148326
1148138,1148327
1148138,1148426
1148139,1148105
1148139,1148106
1148139,1148537
1148139,1148138
1148139,1148140
1148140,1148541
1148140,1148141
1148140,1148105
1148140,1148106
1148140,1148143
1148140,1148537
1148140,1148139
1148141,1148541
1148141,1148142
1148141,1148143
1148141,1148537
1148141,1148140
1148142,1148548
1148142,1148541
1148142,1148141
1148142,1148102
1148142,1148143
1148143,1148141
1148143,1148142
1148143,1148102
1148143,1148106
1148143,1148101
1148143,1148107
1148143,1148108
1148143,1148140
1148144,1148130
1148144,1148135
1148144,1149221
1148144,1149238
1148144,1149239
1148144,1148128
1148144,1148136
1148144,1148119
1148144,1148527
1148145,1148124
1148145,1148125
1148145,1148127
1148145,1148131
1148145,1148108
1148145,1148123
1148146,1149210
1148146,1148134
1148146,1148135
1148146,1149216
1148146,1149212
1148146,1149258
1148146,1148137
1148202,1148203
1148202,1148214
1148202,1148260
1148202,1148261
1148203,1148601
1148203,1151933
1148203,1151936
1148203,1152101
